OrderID,OrderDate,Region,Category,ProductName,Quantity,Sales,Profit
387,2025-05-11,Mombasa,Electronics,Tablet,1,480.56,26.38
388,2025-02-11,Nairobi,Office Supplies,Printer Paper,3,208.06,20.59
389,2025-01-16,Nairobi,Furniture,Chair,3,404.15,61.39
390,2025-04-15,Mombasa,Furniture,Chair,5,1475.36,432.6
391,2025-09-16,Mombasa,Furniture,Chair,2,187.73,20.06
392,2025-01-15,Nairobi,Office Supplies,Stapler,1,351.71,68.4
393,2025-12-06,Nakuru,Office Supplies,Pen Set,1,34.05,6.43
394,2025-07-12,Kisumu,Electronics,Tablet,2,365.69,96.26
395,2025-09-29,Nairobi,Office Supplies,Pen Set,5,2070.82,474.52
396,2025-08-28,Mombasa,Office Supplies,Stapler,2,463.7,84.39
397,2025-12-14,Nairobi,Electronics,Headphones,2,799.53,128.84
398,2025-10-17,Nakuru,Furniture,Desk,5,849.24,86.42
399,2025-08-23,Mombasa,Furniture,Desk,1,165.05,23.38
400,2025-01-19,Nakuru,Office Supplies,Printer Paper,3,983.48,125.45
401,2025-03-07,Kisumu,Electronics,Phone,1,21.22,3.22
402,2025-06-16,Nairobi,Furniture,Chair,3,1118.96,219.64
403,2025-03-27,Nakuru,Electronics,Phone,1,173.11,13.93
404,2025-10-13,Nakuru,Electronics,Tablet,5,1890.78,310.89
405,2025-01-25,Mombasa,Furniture,Cabinet,4,1685.83,306.18
406,2025-03-25,Nairobi,Electronics,Tablet,3,820.29,134.61
407,2025-09-08,Mombasa,Electronics,Headphones,5,1909.29,505.3
408,2025-11-22,Kisumu,Electronics,Tablet,5,1882.21,436.25
409,2025-01-27,Mombasa,Electronics,Headphones,5,2410.44,288.19
410,2025-06-06,Nakuru,Furniture,Desk,4,214.93,40.77
411,2025-04-01,Nairobi,Electronics,Laptop,4,798.23,94.88
412,2025-06-15,Mombasa,Furniture,Desk,2,582.37,112.61
413,2025-01-24,Nairobi,Furniture,Desk,2,888.69,105.54
414,2025-05-25,Nakuru,Electronics,Tablet,3,450.02,92.97
415,2025-11-28,Nakuru,Electronics,Phone,3,1132.56,140.36
416,2025-11-02,Kisumu,Office Supplies,Pen Set,5,1962.04,567.29
417,2025-04-02,Nairobi,Furniture,Chair,2,856.91,185.69
418,2025-01-03,Kisumu,Electronics,Laptop,5,1600.04,452.31
419,2025-02-28,Nairobi,Office Supplies,Stapler,5,1951.27,376.42
420,2025-08-31,Nairobi,Electronics,Headphones,1,313.98,37.62
421,2025-10-28,Nairobi,Electronics,Headphones,4,171.5,27.76
422,2025-10-18,Nakuru,Office Supplies,Stapler,2,373.52,60.47
423,2025-02-25,Nakuru,Electronics,Phone,4,1794.8,345.24
424,2025-11-26,Mombasa,Electronics,Laptop,1,249.18,13.96
425,2025-05-02,Nakuru,Office Supplies,Stapler,1,224.72,17.74
426,2025-11-10,Kisumu,Office Supplies,Stapler,3,329.02,68.15
427,2025-05-07,Kisumu,Electronics,Laptop,2,450.7,43.11
428,2025-12-21,Mombasa,Furniture,Chair,1,295.24,74.4
429,2025-02-26,Nairobi,Electronics,Headphones,1,342.93,49.52
430,2025-06-23,Nakuru,Electronics,Tablet,2,666.81,40.54
431,2025-11-11,Nairobi,Electronics,Laptop,2,65.63,18.65
432,2025-07-04,Nakuru,Electronics,Tablet,4,1208.18,284.39
433,2025-08-08,Nakuru,Electronics,Laptop,4,1482.34,244.44
434,2025-07-23,Nakuru,Electronics,Phone,3,284.82,58.48
435,2025-03-03,Nairobi,Office Supplies,Printer Paper,3,1304.92,156.91
436,2025-03-13,Nairobi,Office Supplies,Printer Paper,2,254.31,64.0
437,2025-06-02,Nairobi,Furniture,Cabinet,2,200.05,36.05
438,2025-02-04,Nairobi,Office Supplies,Printer Paper,3,1010.99,113.51
439,2025-12-05,Nakuru,Electronics,Tablet,4,1734.86,200.21
440,2025-07-10,Nairobi,Electronics,Laptop,3,620.56,46.76
441,2025-09-09,Mombasa,Furniture,Cabinet,1,360.06,61.79
442,2025-09-08,Nakuru,Furniture,Cabinet,3,1192.44,105.99
443,2025-02-05,Mombasa,Electronics,Headphones,4,160.04,34.41
444,2025-02-06,Kisumu,Furniture,Desk,2,713.41,109.24
445,2025-06-21,Kisumu,Furniture,Chair,4,523.41,63.64
446,2025-09-16,Kisumu,Office Supplies,Stapler,2,131.4,27.81
447,2025-01-21,Nakuru,Furniture,Desk,3,733.38,101.07
448,2025-03-30,Nairobi,Electronics,Tablet,3,244.06,34.36
449,2025-04-21,Mombasa,Office Supplies,Stapler,1,190.15,33.4
450,2025-10-31,Mombasa,Electronics,Phone,1,197.5,52.91
451,2025-01-30,Kisumu,Electronics,Tablet,1,277.59,53.04
452,2025-10-22,Mombasa,Electronics,Tablet,1,47.63,4.3
453,2025-07-15,Nairobi,Electronics,Tablet,5,1619.2,226.42
454,2025-07-05,Kisumu,Electronics,Phone,4,307.27,61.13
455,2025-01-08,Nairobi,Electronics,Laptop,5,2254.43,437.67
456,2025-03-14,Kisumu,Furniture,Cabinet,4,194.75,16.13
457,2025-01-12,Kisumu,Office Supplies,Pen Set,1,300.99,65.88
458,2025-06-02,Mombasa,Office Supplies,Pen Set,2,283.65,83.72
459,2025-01-27,Nakuru,Furniture,Cabinet,2,426.01,50.83
460,2025-12-04,Nairobi,Electronics,Tablet,3,1324.95,231.28
461,2025-10-31,Kisumu,Electronics,Headphones,5,2270.15,282.72
462,2025-06-20,Mombasa,Furniture,Desk,1,136.54,30.02
463,2025-01-08,Mombasa,Electronics,Headphones,3,556.81,135.85
464,2025-09-23,Nakuru,Office Supplies,Pen Set,4,228.84,56.98
465,2025-02-11,Nairobi,Electronics,Phone,1,145.29,37.1
466,2025-01-26,Nakuru,Furniture,Cabinet,5,1525.01,187.14
467,2025-12-18,Mombasa,Electronics,Headphones,2,902.19,214.21
468,2025-06-10,Mombasa,Furniture,Chair,3,194.13,53.74
469,2025-09-17,Mombasa,Office Supplies,Pen Set,1,76.82,17.12
470,2025-11-18,Nairobi,Furniture,Cabinet,3,816.14,188.89
471,2025-01-06,Nairobi,Electronics,Headphones,3,1418.06,101.58
472,2025-07-29,Nakuru,Electronics,Tablet,4,1268.25,252.1
473,2025-08-23,Mombasa,Office Supplies,Printer Paper,1,499.94,39.96
474,2025-12-05,Kisumu,Furniture,Cabinet,2,269.17,45.7
475,2025-04-30,Kisumu,Electronics,Tablet,3,683.6,110.36
476,2025-01-08,Mombasa,Electronics,Phone,3,1321.78,234.36
477,2025-10-07,Kisumu,Office Supplies,Pen Set,2,106.56,29.09
478,2025-02-23,Mombasa,Office Supplies,Printer Paper,4,311.79,77.87
479,2025-10-10,Nairobi,Office Supplies,Printer Paper,1,151.95,14.46
480,2025-10-30,Nakuru,Furniture,Desk,1,461.23,52.06
481,2025-02-01,Nakuru,Office Supplies,Printer Paper,1,246.74,49.3
482,2025-06-15,Mombasa,Electronics,Laptop,3,565.53,160.78
483,2025-07-23,Nakuru,Office Supplies,Printer Paper,3,1236.88,283.73
484,2025-04-11,Kisumu,Electronics,Headphones,3,388.2,88.9
485,2025-05-11,Kisumu,Furniture,Desk,4,731.82,127.09
486,2025-05-26,Mombasa,Furniture,Desk,4,819.09,198.31
487,2025-02-21,Mombasa,Electronics,Headphones,3,1473.7,163.33
488,2025-01-24,Mombasa,Furniture,Chair,4,227.52,25.33
489,2025-03-03,Mombasa,Electronics,Phone,3,680.6,182.61
490,2025-09-18,Nairobi,Office Supplies,Pen Set,4,1435.15,423.06
491,2025-11-16,Nakuru,Furniture,Desk,2,803.68,48.22
492,2025-09-04,Nairobi,Electronics,Phone,4,418.45,118.87
493,2025-02-24,Kisumu,Electronics,Phone,5,891.95,178.56
494,2025-12-04,Mombasa,Furniture,Chair,3,970.53,204.62
495,2025-10-16,Mombasa,Office Supplies,Stapler,2,480.01,59.07
496,2025-01-13,Nakuru,Office Supplies,Stapler,4,1416.48,228.71
497,2025-11-10,Mombasa,Electronics,Headphones,3,367.08,63.86
498,2025-08-27,Mombasa,Office Supplies,Printer Paper,3,166.26,37.06
499,2025-06-26,Kisumu,Electronics,Laptop,5,2340.15,519.59
500,2025-11-06,Kisumu,Office Supplies,Pen Set,5,313.5,41.28
